"","amacrine.cell","microglial.cell","Muller.cell","retinal.bipolar.neuron.type.A","retinal.bipolar.neuron.type.B","retinal.bipolar.neuron.type.C","retinal.bipolar.neuron.type.D","retinal.cone.cell","retinal.ganglion.cell","retinal.rod.cell.type.A","retinal.rod.cell.type.B","retinal.rod.cell.type.C"
"AC023818.1",0,0,0,0.004616773,0,0,0,0.004291258,0,0.001234955,0.000654433,0
"AC126389.1",0.078608551,0.057966064,0.040348399,0.037575463,0.030678041,0.039940993,0.028212019,0.048322227,0.061740133,0.021025412,0.016938325,0.021767073
"AC026877.1",0.010766852,0,0,0,0,0,0.008137746,0,0,0,0,0.021338636
"AC015908.1",0,0,0.00607624,0,0,0,0,0,0,0,0,0
"RN7SL23P",0.013402548,0,0,0.012453891,0,0.015198744,0.009995009,0.009686413,0,0.003168318,0.00517836,0.023710212
"AC135721.1",0.138508385,0.335521193,0.153499475,0.226852712,0.18510981,0.203736001,0.145294618,0.269474669,0.400324992,0.174475644,0.110908955,0.044891672
"RN7SL77P",0,0,0,0,0,0,0,0,0,0.000454094,0.001349315,0
"TMEM189",0.13225679,0.107650738,0.130928426,0.067144292,0.084156723,0.064208455,0.093750875,0.069423301,0.138435288,0.027675864,0.027692664,0.048654999
"RN7SL328P",0,0,0,0,0,0,0,0,0,0,0.000656545,0
"AC117409.1",0,0,0,0,0,0,0,0,0,0.00108996,0.000561785,0
"RDH14",0.525912688,0.186211722,0.45660573,0.545851268,0.509579137,0.536018153,0.5756419,0.472566069,0.040399479,0.450487762,0.412387902,0.317033518
"AC093627.4",0.039873507,0.063836455,0.00621844,0.013245064,0.007498114,0.022363204,0.01979184,0.020644599,0,0.00582205,0.01044756,0
"AC009153.1",0.010450369,0,0,0,0,0,0,0,0,0,0,0
"C1QTNF9-AS1",0,0,0.005957784,0,0,0,0,0,0,0,0,0
"RN7SL128P",0,0,0,0,0,0,0,0,0,0.000476642,0,0
"AP003551.1",0,0,0,0,0,0,0,0,0,0.000581861,0.000644771,0
"RPS29P22",0,0,0,0,0,0,0,0,0,0.00049046,0.000543707,0
"AC025271.1",0,0,0.011099929,0,0,0,0,0,0,0.004233022,0.003113032,0
"LINC00886",0.02025021,0,0.00922257,0.028391249,0,0,0.010084053,0.013904025,0,0.005703823,0.004337213,0.022018091
"RN7SL521P",0.012915408,0.019646943,0.040733793,0.059593384,0.048571982,0.048623843,0.084775257,0.049930816,0,0.021673454,0.048707176,0.079494261
"AC063952.2",0,0,0,0,0,0,0,0,0,0.000476065,0,0
"NDUFB2-AS1",0.058798942,0,0.010609342,0.054992359,0.021021344,0.03016397,0.0378814,0.054061974,0,0.072094655,0.073544645,0.121567066
"AC020633.1",0,0,0,0,0,0,0.007216357,0,0,0.000721857,0,0
"PLCXD2",0.054366704,0,0.019389872,0.029833034,0.051660972,0.050847382,0.064814009,0.35172706,0,0.114794765,0.130348119,0.140730278
"LINC02042",0,0,0,0.009230691,0.00690985,0,0,0,0,0.000590857,0.00121727,0
"AC132942.1",0.186526926,0.128647885,0.106485215,0.073155348,0.068978456,0.074258713,0.038016186,0.07469605,0.044388688,0.061935626,0.050920582,0.043599377
"RN7SL798P",0,0.022653014,0.023516509,0,0,0,0.010495628,0,0,0.000524649,0,0
"AL121612.1",0.022412634,0.05240229,0.024076221,0.082421941,0.05791858,0.060198289,0.017183454,0.081442958,0,0.046896523,0.020202675,0
"AC120042.1",0,0,0,0,0.015457391,0,0,0.005168222,0,0.000417737,0.000556444,0
"AC022034.3",0.010764197,0.019325188,0,0.004344131,0,0,0,0.00516318,0,0.011081124,0.003048495,0
"LSAMP-AS1",0,0,0,0,0.005377333,0,0,0,0,0,0,0
"AC004263.1",0,0,0,0,0.015666381,0,0,0.003992159,0,0.010225789,0.007250422,0.091197835
"AC066616.1",0.026580288,0,0.142455027,0,0,0,0,0,0,0.001101986,0.001234603,0
"PLGLA",0,0,0,0,0,0,0,0,0,0,0.000699692,0
"RN7SL591P",0,0,0,0,0,0,0,0,0,0.000595771,0,0
"AC021074.1",0.074200384,0.070871785,0.037176084,0.055826702,0.047780515,0.07311538,0.052995065,0.041169392,0.130071629,0.052302795,0.036384751,0.044905335
"RPL4P1",0,0,0,0.004058153,0,0,0,0.004933264,0,0.001648783,0.000654345,0
"AL645465.1",0,0,0,0,0.006235592,0,0.009931945,0,0,0,0.001380632,0
"RN7SL751P",0,0,0.005711221,0,0,0.008746973,0.01957252,0,0,0,0.000522459,0
"RPL23AP64",0,0,0.004830402,0,0.006480973,0,0,0.004383195,0,0.000621492,0.002691473,0.022865016
"MIF",1.585373642,1.186632751,0.874007507,2.232532481,1.179191837,1.219615815,1.361604691,1.807866791,2.295035994,0.846161579,0.453631443,0.538969223
"AC021723.1",0,0,0,0,0,0,0,0,0,0.001385636,0.001495463,0
"RPL23AP67",0.022046826,0,0.01173292,0.003963875,0,0,0.008992342,0,0,0.00160484,0,0
"RN7SL459P",0.010447362,0,0.005656995,0,0,0,0,0.006339259,0,0.002347376,0.005864575,0
"AL157400.4",0.022796812,0.018140222,0.009849528,0.021617043,0.019764321,0.007590486,0,0.005093367,0,0.010799677,0.010892472,0.020367508
"AC017007.3",0.010101422,0,0.014499661,0,0.013268005,0,0,0,0,0.000683205,0.003170969,0
"SEPT7P6",0.090409168,0,0.032181842,0.018552707,0.005057608,0.008136374,0.040370769,0.006288166,0,0.009210928,0.006103557,0
"AC044810.1",0,0,0,0,0,0,0,0.005412675,0,0.001128276,0,0
"AC114490.1",0.04499625,0.044725672,0.016742239,0.062798749,0.038085866,0,0,0.060640626,0,0.007572241,0.011497388,0
"TPM3P9",0.04618733,0.046725992,0.017573858,0.03554168,0.021420866,0.027176446,0.039529546,0.049153703,0,0.022402426,0.017385893,0
"AC105910.1",0,0,0,0,0,0,0,0,0,0.000488108,0,0
"AC063943.1",0,0,0,0.004633725,0,0,0,0,0,0.002131861,0.003925358,0
"AL161747.1",0,0,0,0,0,0,0.007871737,0,0,0,0,0
"RPL7P43",0,0,0.004259016,0,0,0,0,0,0,0,0,0
"AL035454.1",0,0,0,0,0,0,0.009093017,0,0,0,0,0
"AC004951.3",0,0,0,0.00474227,0,0,0,0,0,0.000543505,0,0
"NSUN6",0.447893504,0.356316786,0.294905007,0.562183212,0.383677128,0.437898565,0.343303919,0.320104119,0.035885001,0.141380383,0.225352435,0.204242873
"RPL5P1",0.02134763,0.220089788,0.030463067,0.098043858,0.08379722,0.077726357,0.07043719,0.072011483,0.186607955,0.040678957,0.026953902,0.023573332
"RN7SL110P",0,0,0,0,0,0,0,0,0,0,0.000423621,0
"AC136624.1",0,0.028021436,0.005015731,0.00922192,0.028940336,0.007780447,0.019622846,0.050052997,0,0.017086363,0.035152743,0.093999203
"AF111169.1",0.039501003,0.081026291,0.005662382,0.008667651,0.024738563,0.007777539,0,0.026397848,0,0.019360546,0.010063599,0
"AL161785.3",0,0,0,0,0,0,0,0,0,0,0.000671596,0
"AC100843.1",0,0,0,0,0,0,0,0,0,0,0,0.025297361
"CYP51A1P1",0,0,0.005870589,0.008633671,0.005302781,0,0,0,0,0.002031577,0.000631688,0
"AP001324.2",0,0,0,0,0,0,0,0,0,0.000472598,0,0
"LINC01994",0,0,0.081621919,0,0,0,0,0,0,0,0,0
"PRICKLE2-AS2",0,0,0,0,0,0,0,0.005267917,0,0,0.000544306,0
"CEACAMP10",0,0,0.005413079,0.023547965,0.00570411,0,0.040180591,0,0,0,0.00058518,0
"AC022730.1",0,0,0,0,0.006286897,0,0,0,0,0,0,0
"HLA-DOB",0,0.018976589,0.005824129,0.004010125,0,0,0,0,0,0.001146229,0.002619962,0
"PRICKLE2-AS1",0.372393009,0,0.199479488,0.221090583,0.402965123,0.32474386,0.241094996,0.462748626,0,0.016399209,0.016302636,0
"RPL29P14",0,0.019649974,0.004052404,0.004004901,0.006546664,0.014507966,0,0.015295031,0,0.003988331,0.007841766,0
"AC008280.2",0,0,0,0.005001955,0,0,0,0,0,0,0,0
"HMGN1P8",0.010527693,0,0.010043328,0.047965254,0.018030469,0.032168164,0,0.014658475,0,0.011353021,0.021614657,0
"YAE1D1",0.356716195,0.106723636,0.342849501,0.454705408,0.370853571,0.324226824,0.271795331,0.316159133,0,0.362329815,0.28994117,0.275772071
"AC093719.1",0,0,0.010794389,0.004384821,0.005397291,0.007455468,0.008801673,0.008288935,0,0.001556747,0.001066837,0
"LINC02032",0,0,0.009092786,0,0,0,0,0,0,0,0,0
"LINC00881",0.010275383,0,0,0,0.00501261,0,0,0.175009367,0,0.017272036,0.011474523,0.022421379
"PAICSP6",0,0,0.005571906,0,0,0,0,0,0,0,0,0
"RPL7P41",0,0,0,0,0.011929554,0.006800649,0,0.005415629,0,0.000627728,0.001230408,0
"ARHGAP31-AS1",0,0,0.005282615,0,0,0,0,0,0,0,0,0
"AC104763.1",0.02222577,0.026147795,0.015505635,0.017206167,0.033678148,0.017044667,0.0174263,0.105285925,0,0.042573887,0.074732104,0.09146786
"ADAMTS9-AS1",0.034775883,0,0,0,0,0,0,0,0,0,0.000669562,0
"RN7SL160P",0,0,0,0,0.00489278,0,0,0,0,0.001241982,0.00528923,0.023857464
"LINC00877",0.009721489,0.061745053,0.010844791,0.034528548,0.009741105,0.253929741,0.008931233,0,0,0.001224926,0.003101105,0
"FO393419.2",0,0,0,0,0,0.007759022,0.009617407,0,0,0.000445309,0,0
"AP001992.1",0.044864623,0,0.0764007,0.043608908,0.018555472,0.027340981,0.079883372,0.008644633,0,0.008273377,0.014863806,0.024686122
"AC010301.1",0,0,0,0.00380213,0,0,0,0,0,0,0.000478248,0
"AC009022.1",0,0,0,0,0,0,0,0,0,0,0.000600977,0
"AC005410.1",0,0,0.011130756,0.003922734,0,0.007810913,0,0.004426284,0,0.002644764,0.001124533,0
"TDGF1",0,0,0,0,0,0,0,0,0,0,0.000671791,0
"AC008379.1",0,0,0,0,0,0,0.006938011,0.013685635,0,0.004486885,0.006274335,0
"LINC02024",0.043821862,0.022306313,0.038441493,0.004294818,0.005262537,0.033120098,0.018901242,0,0,0.000488679,0,0
"RN7SL809P",0,0,0,0,0,0.007657675,0,0,0,0.002201376,0.001301763,0
"AC078785.2",0.009580904,0,0,0.004007728,0,0,0,0,0,0.000555643,0,0
"RN7SL39P",0,0,0,0,0,0,0.009326209,0,0,0,0,0
"RN7SL836P",0,0,0,0,0,0,0,0,0,0.000485739,0,0
"RPL12P31",0,0,0,0,0,0,0,0,0,0.00072861,0.001219971,0
"RN7SL443P",0,0,0.045049496,0.010014579,0,0,0,0,0,0,0,0
"AC022294.1",0,0,0.006365599,0,0,0,0,0,0,0,0,0
"KRTAP5-8",0.010083146,0.024446484,0,0,0,0,0,0,0,0,0,0
"RN7SL629P",0,0,0,0.004378095,0,0,0,0,0,0.001130229,0.001897298,0
"RN7SL302P",0,0,0,0,0,0,0,0.004663485,0,0,0.001148902,0
"AC090525.1",0,0,0.006554747,0,0,0,0,0,0,0.004350731,0.002359775,0
"AL136126.1",0.033947363,0.086141197,0.027000683,0.021618023,0.018548026,0.038226398,0.039000707,0.0396623,0,0.029340097,0.035100713,0.018147962
"CRCP",0.395868884,0.178475059,0.201964704,0.207424071,0.215639731,0.221708773,0.215745262,0.195055372,0,0.145756526,0.16150268,0.076374181
"RPL17P19",0,0,0.009957475,0,0,0,0,0,0,0,0,0
"AC093620.1",0,0,0.00628442,0,0,0,0,0,0,0,0,0
"ENPP7P4",0.012818947,0,0,0.004014495,0,0,0,0.005863206,0,0.00281162,0.005319658,0
"AC106712.1",0,0.021098179,0,0,0,0,0,0,0,0,0,0
"AC010683.1",0.012818947,0,0,0,0,0.009562923,0,0.004562373,0,0.000582011,0,0
"RPL34P33",0.024244033,0.11524506,0.034911108,0.013127909,0.012662184,0.016279479,0.020602339,0.03942418,0,0.021125862,0.011214253,0.049530546
"RPL29P25",0,0,0,0,0,0,0,0.010017214,0,0,0,0
"AC092902.2",0.057592802,0.023432769,0.120513276,0.032304148,0.010128788,0.025442487,0.03906304,0.246862669,0,0.038334505,0.044063438,0.11562377
"RN7SL791P",0.011210774,0.018140222,0,0.01330016,0,0.011311766,0,0.022398031,0,0.006993473,0.009836846,0
"PPATP1",0,0,0,0,0,0,0,0,0,0,0.000649527,0
"ZBTB20-AS2",0.027321657,0.019325188,0.110300528,0.088697274,0.045224687,0.04993175,0.063206308,0.031538068,0,0.025910864,0.063938456,0.02448464
"WWTR1-AS1",0,0,0.015078057,0,0,0.006996979,0,0,0,0.000440425,0,0
"SUCLG2-AS1",0.040942565,0.021098179,0.072097228,0.014626184,0.012185343,0.035121122,0,0,0,0.012184047,0.013530099,0.017457179
"AC004930.1",0,0,0.021319862,0.017101638,0,0,0,0,0,0.001967798,0,0
"AC099521.1",0,0,0,0,0,0,0,0,0,0.001099459,0.000688237,0
"RPL36A",1.097840286,3.657747322,1.126350104,1.628798899,1.344161727,1.506980135,1.265289036,2.214173521,2.759663707,1.211984728,0.815962364,0.661615893
"SNRPCP11",0,0,0,0,0,0,0,0.005064764,0,0,0,0
"PMS2P11",0,0,0,0,0,0,0,0,0,0,0.000647423,0
"AC007688.1",0.058434943,0.118991692,0.072859727,0.040628945,0.048394368,0.039061214,0.01905739,0.036324633,0.108564918,0.028271305,0.016325462,0.02429764
"AL049874.1",0,0,0,0,0,0,0,0,0,0.001115419,0.000470757,0
"AC092849.2",0,0,0,0,0,0,0,0.005812595,0,0.00055347,0.00065278,0
"AC069528.1",0,0,0,0,0,0,0,0,0,0.005064528,0,0
"SYNPR-AS1",0.011210774,0,0,0,0,0,0,0.00715425,0,0,0,0
"AC013787.1",0,0,0,0,0,0,0.011681487,0,0,0,0.002527816,0
"LINC01192",0,0,0,0,0,0,0,0,0,0.000541955,0,0
"RPP21",0.097313501,0.03117883,0.056518999,0.209826988,0.190103014,0.130327418,0.085250165,0.083322167,0,0.055961395,0.038654923,0.084874028
"HNF1A-AS1",0.010447362,0,0.018439615,0.031033022,0.025625367,0.034414648,0,0.031609234,0,0.011591025,0.016978444,0.023885291
"RN7SL234P",0,0,0,0.003971253,0,0.008755963,0.00887091,0,0,0,0.000524214,0
"RN7SL205P",0.009409892,0,0,0,0,0,0,0,0,0,0,0
"RN7SL344P",0,0,0,0,0,0,0,0,0,0,0.000686943,0
"CD302",0.279218256,1.069158615,0.146845413,0.004811676,0.170171018,0.007314657,0,0.040600016,0.17341347,0.001757359,0.005366582,0
"AC022215.1",0,0,0,0,0,0,0,0,0,0.00059928,0,0
"EGFL8",0.010976628,0,0,0.00974678,0.006422192,0,0.009705118,0.006241098,0,0.003317549,0.005419334,0
"AC064852.1",0.012350515,0,0.014638313,0,0,0.015637116,0,0,0,0.000600784,0.005293763,0.019242824
"AC104619.1",0,0,0,0.004168483,0.013229377,0,0,0.005035811,0,0.00280895,0.005600435,0
"KRT8P13",0,0,0,0.004862329,0,0,0,0,0,0.000537772,0,0
"MCRIP2P1",0,0.025101176,0.004384265,0,0,0.008492721,0,0,0,0,0,0
"RN7SL505P",0.012330169,0.025738938,0.00628442,0.014541137,0.004933405,0.025808392,0,0.004603004,0,0.005967519,0.008639858,0
"RPL21P103",0,0,0,0,0,0,0,0,0,0,0.000634588,0
"EEF1A1P25",0.025627058,0,0,0.004540136,0,0.00822276,0,0.012781134,0.035885001,0.001130897,0.000662045,0
"RPL37P6",0.022873873,0.176863808,0.030532877,0.030070051,0.054707143,0.043663462,0.010739047,0.034741045,0.062519255,0.029259367,0.01992092,0
"AC092666.1",0,0,0.010860614,0,0,0,0,0,0,0,0,0
"RPS27P22",0,0,0,0.004083569,0,0,0,0,0,0,0,0
"RPL7P19",0.037416086,0.069275681,0.032971796,0.040238434,0.029090359,0.022275795,0.030601379,0.078309648,0.074413708,0.0178617,0.012975962,0.02673452
"RN7SL182P",0,0,0,0.008764722,0,0,0,0,0,0.000554762,0.001193847,0
"AC100832.1",0.095635345,0,0.004240897,0.2100111,0.051801365,0.050209624,0.03676074,0.264291375,0,0.032957555,0.051667902,0
"RPL39P38",0,0,0,0,0,0,0,0.004080652,0,0.001108263,0.001297368,0
"ATP5J2",2.779287134,2.067305442,2.216356193,3.227789306,2.309894073,2.436035076,2.394161157,3.37749988,4.214282282,2.898334291,1.713630057,1.434848619
"PTPRG-AS1",0.106567771,0.021393522,0.052959666,0.12011608,0.11829589,0.123088853,0.115844091,0.12715967,0.127677622,0.07586277,0.089473294,0.087813121
"HSPA8P9",0,0,0,0.004384821,0,0,0,0,0,0,0,0
"ARHGAP8",0,0.020468079,0,0,0,0,0.008889523,0.010459015,0,0.000523823,0.003836731,0
"RN7SL586P",0,0,0,0,0,0,0,0.005056813,0,0,0,0
"AC244197.3",0,0,0,0,0,0,0,0,0,0.000530051,0.000671596,0
"AC093010.2",0,0.029032046,0,0.004212796,0.004533932,0,0.006938011,0.036413626,0,0.00545792,0.005977091,0.021788559
"AC018638.3",0,0,0,0.004502327,0,0,0,0,0,0,0.001347764,0
"AL355032.1",0.045950796,0.214925247,0.047093091,0.111901714,0.100966749,0.08204499,0.117824223,0.161848583,0.107184959,0.096496428,0.067716683,0.02013621
"AL132838.2",0,0,0.004932067,0,0,0,0,0,0,0,0,0
"PSMC1P1",0,0,0.004959845,0.008895183,0,0,0.008376757,0.013593379,0,0.002073398,0.002489683,0
"AC026979.1",0.011185757,0.099751891,0.004631157,0.022368443,0.023267748,0.029898277,0.01111617,0.07067032,0,0.038851323,0.018611085,0
"AC098820.3",0,0,0.011514708,0,0,0.008648665,0,0,0,0.000536093,0,0
"AC141424.1",0,0,0.005782205,0,0,0,0,0,0,0.002292288,0.001306203,0
"AC112771.1",0,0,0.006670243,0,0,0,0,0,0,0,0.000681037,0
"CA15P1",0,0,0,0,0,0,0,0,0,0.000450698,0,0
"RN7SL767P",0,0,0,0,0,0,0,0.004547181,0,0,0,0
"CBX5P1",0.009349131,0,0,0.009899231,0,0.008135691,0,0,0,0.000644022,0.000631386,0
"AC134050.1",0,0,0.005817062,0,0.011191041,0,0,0,0,0.004571074,0.006667568,0
"RN7SL369P",0,0,0,0,0,0,0,0,0,0,0.000614726,0
"LINC02029",0.01070896,0,0.004631157,0.004403427,0.00768359,0.015633817,0,0,0,0.000751274,0.002002785,0
"AC092910.2",0,0,0,0,0,0,0,0,0,0,0,0.020145062
"ACTG1P20",0,0,0,0.003629281,0,0,0.008623883,0.004390164,0,0.000549052,0.001183889,0
"GUSBP2",0.328967706,0.059188218,0.152233,0.247160008,0.236082902,0.198817757,0.209541922,0.087292322,0,0.046880781,0.094020573,0.115517438
"ARPC4",0.570654463,1.544953546,0.666768542,0.248813767,0.21284122,0.213556881,0.219605665,0.151144092,0.800754169,0.143284688,0.091890351,0
"AC018475.1",0.011002938,0.018223756,0.01103893,0.009188761,0,0,0.010257058,0,0,0.005740652,0.003591318,0
"ZBTB20-AS1",0.010896188,0,0.004540211,0.013268925,0,0,0,0.008987796,0,0,0.001958533,0
"CORT",0,0,0,0.005246104,0,0,0,0,0,0.001188361,0.000683331,0
"RN7SL338P",0,0,0.004830402,0,0,0,0,0,0,0,0.000707938,0
"PAQR9-AS1",0.330914734,0.097761717,0.204250375,1.052835938,0.551189243,0.423243787,0.64018954,1.209805208,0.26289133,1.721126957,1.714363548,1.976296684
"RPL23AP8",0,0,0,0.005297387,0,0,0.009473949,0.010621811,0,0.003798916,0.000612304,0
"RN7SL482P",0,0,0,0,0,0,0,0,0,0,0.000670624,0
"RPL17P37",0.010905875,0,0,0.008243499,0,0.016531258,0.009200132,0.005140075,0,0.007321797,0.003299328,0
"AC021074.2",0,0,0,0.004135032,0,0,0,0,0,0,0,0
"AC022121.1",0,0,0.004932067,0,0,0,0,0,0,0,0.000688346,0
"AC114728.1",0.037403799,0.067910268,0.048680813,0.063767313,0.065082083,0.045189014,0.079566649,0.102636644,0.216883179,0.061759022,0.040914612,0.028672516
"RN7SL18P",0,0,0,0.004001213,0,0,0,0,0,0,0,0
"RN7SL316P",0,0,0,0,0,0,0,0,0,0.000553512,0.001384925,0
"AC069499.1",0,0,0,0,0.005864766,0.008126148,0.007216357,0,0,0.001234568,0,0
"AC092757.1",0,0,0.009817871,0.011581127,0.011305582,0.035141525,0.008401873,0.011196961,0,0.00835283,0.011400019,0.027337871
"RPS23P6",0.033208817,0.024636416,0.006291763,0.088656612,0.077544909,0.103481712,0.019470847,0.158235418,0,0.092154109,0.155236323,0.146200048
"INMT",0.052648927,0,0,0,0,0,0,0,0,0,0.000705745,0
"CADM2-AS2",0,0,0,0.004772357,0,0,0,0,0.060326058,0,0.002558385,0
"AC099340.1",0,0,0.003979035,0,0,0,0,0.005641749,0,0.002616754,0.000665758,0
"RN7SL253P",0,0,0.01240308,0.048918041,0.00489278,0.048445131,0.009300174,0,0,0.00153758,0.001339794,0
"AC087501.2",0,0,0.006243928,0.005822425,0.006205773,0.006623697,0,0.142651735,0,0.013971087,0.043943,0
"AL031733.2",0,0.024347231,0,0,0,0,0,0,0,0.000553969,0.000642486,0
"RPL19P11",0,0,0,0,0,0.007943422,0,0.003961141,0,0.000619341,0,0
"AC091564.1",0.009721489,0.022966387,0,0.004180166,0,0,0.009659531,0.029865894,0,0.002118187,0.001937584,0
"AC018450.1",0.010061246,0,0.031461872,0,0,0.025424054,0.009322247,0,0.062519255,0.001861047,0.002110382,0
"AC002350.1",0.057407042,0.052118859,0.015283825,0.060449808,0.013040578,0.032299451,0.018728511,0.052039845,0.199031754,0.013258705,0.018213026,0
"ADAMTS9-AS2",0.020338154,0,0.006055227,0.004576698,0,0.009077722,0,0,0,0,0.002651855,0
"ARPC1A",0.659651923,0.258318753,0.59429019,0.774401467,0.639189631,0.568049973,0.806623761,0.619900152,0.923123242,0.766761606,0.466312806,0.313924579
"RN7SL704P",0.021211559,0,0,0.009580385,0.006422192,0,0.009355721,0,0,0.002795,0.001113562,0
"LINC02053",0,0,0,0,0,0,0,0,0,0.000590963,0.001308527,0
"TMEFF1",0.009515831,0,0,0,0,0,0,0,0,0,0,0
"AC074276.1",0,0,0,0,0.004459925,0,0,0.007482985,0,0.001057266,0,0
"FABP5P3",0,0.061011303,0.010246095,0,0,0,0.008318243,0.007345799,0,0.003918728,0.013516301,0
"ZNF90P1",0.012831321,0,0,0,0,0,0,0.004383195,0,0.000533882,0.002368479,0
"AC010469.2",0,0,0,0,0,0,0,0.013506599,0,0.002466929,0.001356034,0
"RPL7AP30",0.033634395,0.130782124,0.019206677,0.049161569,0.058669755,0.112579243,0.020034135,0.095787102,0,0.061165732,0.045171516,0.047763447
"AC079953.1",0,0,0,0,0,0,0,0,0,0.000582409,0,0
"RN7SL788P",0,0,0.005512057,0.009378942,0,0,0.009258138,0.004879996,0,0.000445309,0.00280619,0
"AC104212.2",0,0,0,0,0,0.016866333,0,0.009533129,0,0.005514879,0.001206017,0
"RPSAP52",0,0,0.005579322,0,0,0,0,0,0,0,0,0
"RN7SL83P",0.011264484,0,0,0.032720653,0.04391519,0.023680382,0.029687657,0.036940281,0,0.014924901,0.032807507,0
"AC002467.1",0.031646734,0.05450471,0.049876326,0.07811424,0.055251723,0.048214438,0.089739602,0.130707088,0,0.076710546,0.095079389,0.069029563
"RPS26P45",0,0,0,0,0,0,0.010910543,0,0,0,0.000705745,0
"LINC00893",0.195388022,0.115418607,0.139560399,0.184700981,0.134390879,0.143121532,0.126126467,0.098431906,0,0.082933858,0.132423945,0.15431903
"AC104411.1",0,0,0.004175316,0,0,0,0,0,0,0.001214656,0.001310771,0
"AC092620.2",0.087861015,0.076994328,0.051475783,0.037662852,0.069997839,0.056121393,0.07564101,0.046791211,0,0.326959729,0.604182034,0.491763634
"AP002812.1",0.010852954,0.024446484,0.01035899,0.004626281,0,0.008377145,0.009200886,0.014574329,0,0.006460349,0.008486296,0
"RN7SL390P",0,0,0,0,0,0,0,0,0,0,0.000668316,0
"MTND4P16",0,0,0,0.004534525,0,0,0,0,0,0,0,0
"RN7SL817P",0,0,0,0,0,0,0,0,0,0,0.000639596,0
"AC026801.1",0.020264294,0,0.006413378,0,0,0,0,0,0,0.003776157,0.004111225,0
"CECR3",0.012494273,0,0.012593186,0.003749257,0.023297518,0.006800649,0.016025977,0.046107872,0,0.129581586,0.277754404,0.207032189
"RN7SL149P",0.010967434,0,0,0,0,0,0,0,0,0.001025035,0.000674946,0
"ATP5O",2.198177117,2.115238025,1.724971952,2.860459491,1.774379515,1.814750374,2.187043679,2.715177208,4.062915469,2.775128628,1.884266446,1.355337798
"PLEKHO2",0.010831889,0.34095971,0.729944613,0.013260008,0.024558088,0,0.00832515,0,0.040399479,0.001635256,0.001865196,0
"C8orf58",0.041561035,0.066986071,0.103088006,0.017813866,0.024788723,0.067714406,0,0.02642892,0,0.028492726,0.030784492,0.072172322
"AC097484.1",0,0,0,0,0,0,0,0,0,0,0.000684808,0
"ANOS2P",0,0,0,0.022363668,0,0,0.037417589,0,0,0,0.000685339,0
"AL627309.5",0,0,0,0.013543569,0,0,0,0,0,0.001004113,0,0
"RN7SL401P",0,0,0,0,0,0,0,0,0,0,0.000679185,0
"RN7SL363P",0,0,0,0,0,0,0,0,0,0.001113859,0.000657166,0
"AC095041.1",0,0,0,0,0,0,0,0,0,0.00126509,0,0
"PISD",0.558993273,0.185148471,0.233442627,0.288348321,0.558832275,0.532027371,0.543506732,0.352038565,0.06329899,0.212259502,0.270089196,0.110064739
"AC124893.1",0,0,0,0,0,0,0,0,0,0,0.001367396,0
"AC112496.1",0,0,0.04812676,0.004141797,0,0,0.00965051,0.019166944,0,0.014102124,0.021979001,0.047643099
"TPT1P3",0,0,0,0,0,0,0,0.005440216,0,0,0,0
"NDUFS6P1",0,0,0,0.004834685,0,0,0,0,0,0,0.001338421,0
"RPS20P4",0,0,0,0,0,0,0,0,0,0.000480772,0,0.027337871
"RPS29P21",0,0,0.006337312,0.00426858,0,0,0,0,0,0.000637841,0.00173756,0
"RPL14P3",0.011264484,0.040247052,0.018305818,0.015376793,0.00447154,0.032657382,0,0.019876846,0,0.018148058,0.020619943,0
"AC092324.1",0,0,0.00727214,0.012881086,0.025330251,0,0.010304209,0.010473953,0,0.008291859,0.003548586,0
"AC114480.1",0.010172292,0.071101573,0.006236806,0.003910593,0,0,0,0.005412306,0,0.007571477,0.011057852,0
"HOGA1",0.048056992,0,0.05248681,0.004234504,0.007269993,0,0,0,0.047282117,0.001804245,0.001651525,0
"RN7SL517P",0,0,0,0,0.005864766,0,0,0.005640044,0,0,0.000707816,0
"AC048341.1",0.04739733,0,0.05932464,0.119641494,0.021916051,0.016783798,0.029786888,0.206728777,0,0.04757139,0.093771661,0
"RN7SL188P",0,0,0.004476404,0,0,0,0,0,0,0,0,0
"PWP2",0,0,0,0.003964506,0,0.0080414,0,0,0,0,0.000704061,0
"AC109466.1",0.143368901,0,0,0,0.00501261,0,0,0,0,0.001807154,0.000720308,0
"RN7SL76P",0,0,0.005323687,0,0,0,0,0.004640295,0.044388688,0.001558969,0.003992663,0
"AC011037.1",0,0,0,0,0,0.009335763,0,0,0,0,0,0
"AC079447.1",0.031178944,0,0.016973921,0.026817226,0.023867604,0.059054806,0.008162022,0.033108942,0,0.011791359,0.025835028,0
"RN7SL655P",0,0,0,0,0,0,0.011108259,0,0,0,0,0
"PI4KA",0.38624168,0.084079425,0.331031254,0.256388199,0.228656642,0.251926726,0.198660135,0.295376734,0.16333921,0.118158789,0.12487353,0.230831601
"ELOCP19",0,0.021985996,0,0.004732265,0.007185233,0.033939667,0.029045903,0.015670596,0,0.005527151,0.011866729,0
"RN7SL566P",0.009486013,0,0.010648938,0.013907689,0.035814578,0.016012995,0.031346768,0.015745968,0,0.008574857,0.016944527,0
"RPL7AP2",0,0,0,0,0,0,0,0,0,0.000645939,0,0
